,id,ct_median_income
38436,11987299,45770
38437,16285798,108184
38438,4296362,36000
38439,16778711,100357
38440,18394674,124063
38441,12623061,52594
38442,17386464,42018
38443,14314293,59970
38444,15951922,92179
38445,16001745,77135
38446,15341486,44464
38447,7875369,167188
38448,6378745,60625
38449,6492569,154402
38450,13894813,74038
38451,16146202,90329
38452,14944572,52895
38453,6003054,50428
38454,6553185,32132
38455,19057523,59556
38456,13247068,209167
38457,2916652,21154
38458,20802683,92344
38459,5729118,76420
38460,9316143,125203
38461,3843997,124045
38462,140660,87037
38463,66119,59896
38464,17718512,79357
38465,2192641,38176
38466,8381572,26822
38467,6970465,96641
38468,18239100,90227
38469,4805121,128875
38470,15079866,81178
38471,18287857,75682
38472,1530591,63988
38473,2230982,82410
38474,15979778,71772
38475,14867398,60227
38476,4966041,102866
38477,13157014,95481
38478,6912189,77609
38479,13637287,31270
38480,2626457,87423
38481,3066947,45030
38482,3834285,125203
38483,7529232,118198
38484,15162586,47559
38485,13699008,108750
38486,11697511,62386
38487,11689750,67411
38488,1277771,88929
38489,20819221,92174
38490,18067296,120244
38491,20563658,75287
38492,11342313,80833
38493,10108385,82410
38494,12274606,85147
38495,12742563,45661
38496,8554457,-666666666
38497,4334136,72439
38498,333189,93063
38499,15478933,36759
38500,32023,81307
38501,11187722,31202
38502,5661276,67138
38503,1117836,81250
38504,16662089,73056
38505,8548067,123388
38506,18507951,110950
38507,242661,69271
38508,18056182,44231
38509,2002467,59460
38510,18985328,136484
38511,14855907,61357
38512,13189052,61761
38513,6293247,31270
38514,18374250,56750
38515,7054695,64653
38516,15868654,75489
38517,13299778,45228
38518,8829341,101772
38519,13844032,47935
38520,18707082,68482
38521,4963638,65956
38522,16416135,88099
38523,14216418,50428
38524,15495164,142500
38525,17938028,121618
38526,18002933,80972
38527,8290724,60257
38528,9509691,39295
38529,6031657,70795
38530,4791542,70852
38531,9407687,131484
38532,16389531,83750
38533,17438902,60750
38534,17326533,30893
38535,18239416,65060
38536,4661464,191625
38537,15999396,168409
38538,20695909,91528
38539,909052,113750
38540,4129110,71772
38541,5395436,101772
38542,9475400,101583
38543,17733383,50223
38544,15130955,60450
38545,11969257,102218
38546,13099436,59970
38547,18946874,98264
38548,6336914,69363
38549,17435012,79000
38550,2460367,100889
38551,3003386,45000
38552,11959165,49620
38553,17508710,31110
38554,19570882,67852
38555,13266176,52572
38556,7835778,167188
38557,19227138,29394
38558,14014541,126743
38559,7529940,100889
38560,5697110,83750
38561,18923308,70826
38562,14164190,66835
38563,18321712,69363
38564,1365597,103565
38565,7750437,30811
38566,1932019,52566
38567,10635609,67782
38568,3757461,52479
38569,5796374,42018
38570,212619,107019
38571,103161,95703
38572,14608228,61750
38573,13928652,38244
38574,13494166,25958
38575,11162475,30838
38576,13466561,73839
38577,15408863,134481
38578,320877,131012
38579,19680116,94386
38580,15817576,67027
38581,6662521,79388
38582,19403704,64632
38583,19597812,145000
38584,7623005,36570
38585,20352865,92174
38586,19176790,17250
38587,16369704,107969
38588,17806559,104718
38589,18613150,68125
38590,12775799,100357
38591,11594975,31040
38592,9447099,74042
38593,12760823,58000
38594,11326009,202014
38595,18112402,42018
38596,16174963,40612
38597,9093261,151477
38598,16190668,28973
38599,19136283,73056
38600,12130236,96641
38601,16916510,45852
38602,2015586,41894
38603,2652861,104183
38604,15774468,71801
38605,13655273,53702
38606,15092999,77292
38607,14181323,55408
38608,20981032,135532
38609,14845779,95425
38610,11229058,105000
38611,17526691,34894
38612,12189021,30598
38613,16395627,43538
38614,14709616,65264
38615,18493375,80462
38616,8776392,76522
38617,9960835,29932
38618,11217893,120244
38619,15340354,40947
38620,2345732,57031
38621,10681986,86411
38622,18311504,91316
38623,3802530,26822
38624,15025291,117181
38625,10475068,50484
38626,16763962,75945
38627,11340781,62073
38628,11126528,37227
38629,16993337,122090
38630,862949,81781
38631,15037036,90625
38632,18449565,97125
38633,12627102,91009
38634,17305040,126036
38635,10272718,39760
38636,12906679,53311
38637,8443684,42986
38638,8577620,86667
38639,5857212,103427
38640,19588004,121779
38641,2419574,37227
38642,19643642,31129
38643,13709214,77108
38644,16230083,102045
38645,11048603,50236
38646,10970359,71772
38647,4667200,29038
38648,15242218,49896
38649,2181371,87292
38650,19715121,65222
38651,13996743,65222
38652,15255250,145387
38653,13980749,67127
38654,9591431,69970
38655,5495901,46413
38656,20994256,49521
38657,12003146,43538
38658,13175533,50265
38659,53843,76832
38660,11610515,140813
38661,16626994,42776
38662,798429,73839
38663,11207835,73730
38664,15706782,121354
38665,15162388,18918
38666,17720469,87135
38667,18566816,52077
38668,6344936,34205
38669,18182454,162690
38670,18378026,103427
38671,18225352,90685
38672,4823971,54806
38673,20014618,130809
38674,14200668,112976
38675,3434683,42431
38676,15484538,45453
38677,15410923,86900
38678,5825904,115288
38679,14918541,121553
38680,16755227,48438
38681,1521318,66217
38682,13942286,61750
38683,5558939,50606
38684,6835677,143846
38685,10516712,108750
38686,20903325,69271
38687,5572565,62981
38688,14052903,66835
38689,777903,31875
38690,12985509,79926
38691,9044053,111651
38692,16046743,77305
38693,12307023,90685
38694,7912140,30982
38695,2931870,40764
38696,15393523,22014
38697,12353119,99223
38698,16367827,32359
38699,17178348,67852
38700,19468739,209922
38701,1196535,65931
38702,1356243,55647
38703,16461727,84620
38704,18517686,30819
38705,18757443,40453
38706,10341509,31490
38707,14968765,78071
38708,21215451,69623
38709,21337,118077
38710,10792245,130592
38711,1738415,19333
38712,4996296,107813
38713,3698738,35732
38714,6749145,120917
38715,18078759,95454
38716,19213967,53073
38717,2151259,54007
38718,19206550,113833
38719,1949446,36949
38720,20956802,53842
38721,18162965,77108
38722,12775106,177104
38723,9116915,109243
38724,3650961,31061
38725,7602603,80972
38726,14430192,111875
38727,13218139,108306
38728,12287838,35391
38729,3424962,127904
38730,4726448,90625
38731,7741297,56768
38732,4603588,33261
38733,11060328,48678
38734,7534891,66835
38735,12275291,105931
38736,8919439,62632
38737,15026222,152335
38738,10907472,114000
38739,11637237,156984
38740,15830298,74193
38741,5471822,80972
38742,7451805,122008
38743,8584424,82756
38744,20439789,55568
38745,17157615,93750
38746,16632346,78682
38747,14171788,51031
38748,18651642,94386
38749,8681776,105538
38750,19952226,81178
38751,2489920,42105
38752,18127637,31270
38753,8442634,56531
38754,6120759,98264
38755,10011642,107019
38756,6271152,76413
38757,6556848,46585
38758,21173744,36496
38759,6836411,70735
38760,6704897,107043
38761,9012148,104651
38762,9394266,31960
38763,6927059,29980
38764,67397,112488
38765,14104613,56298
38766,9698823,72019
38767,16705650,95921
38768,16670289,65441
38769,18550398,82755
38770,10730611,57738
38771,14101888,31270
38772,18175131,76003
38773,9877100,72361
38774,17825483,123649
38775,19438842,37548
38776,13848002,107625
38777,20601868,-666666666
38778,19285356,62386
38779,17380802,54458
38780,20710408,61983
38781,18110642,61983
38782,15132855,47150
38783,11065650,71985
38784,19278895,44058
38785,18095739,151234
38786,8340543,60625
38787,10355311,63060
38788,2445715,134722
38789,8308683,132205
38790,13261964,83393
38791,16179778,103275
38792,19760163,32270
38793,10017920,102030
38794,14072546,107019
38795,16275525,63309
38796,6199172,53750
38797,16634822,92500
38798,7244861,59646
38799,15357486,12052
38800,11553908,156250
38801,144428,50577
38802,9589030,101667
38803,5464847,96429
38804,20421589,40153
38805,6852145,34824
38806,16350714,44449
38807,12655962,111651
38808,17378741,119464
38809,15370657,33867
38810,8275052,69423
38811,10783121,102153
38812,9637712,152335
38813,20622878,36570
38814,1879762,90051
38815,17895097,32164
38816,13883611,88929
38817,15373624,40529
38818,19696922,122212
38819,17943450,77778
38820,16855676,124063
38821,9819018,74611
38822,1039813,67424
38823,18790255,125203
38824,6758835,65264
38825,13056839,22257
38826,14827566,95500
38827,10394235,127184
38828,14066702,75742
38829,881105,72601
38830,281220,84375
38831,10166639,46140
38832,7311140,31202
38833,11830682,77254
38834,15221027,68886
38835,13668765,40611
38836,19907178,68781
38837,19891811,48429
38838,19345240,129914
38839,20283433,119464
38840,5794806,135651
38841,11893143,96932
38842,17173015,128989
38843,6291568,62632
38844,4905337,92168
38845,4765437,82589
38846,8691474,64303
38847,8907630,42986
38848,18375138,30982
38849,18031186,49554
38850,15789317,18979
38851,2334411,77500
38852,6715,105606
38853,928057,68456
38854,15708125,102281
38855,1423038,42018
38856,15598367,91667
38857,17735430,38968
38858,19326011,34534
38859,15798238,84615
38860,12218935,52167
38861,15635354,51899
38862,14909867,71667
38863,13250303,127184
38864,20932035,74215
38865,11546695,32899
38866,8487875,101583
38867,6810307,67917
38868,13066383,142500
38869,1524711,109074
38870,12468422,86307
38871,3575029,84007
38872,4829029,62326
38873,2108635,104545
38874,4579642,66698
38875,7763932,15893
38876,8090406,83400
38877,14565872,102161
38878,19944735,65428
38879,4957202,42356
38880,4921514,58571
38881,4854768,44618
38882,9615727,78071
38883,2488520,54455
38884,10013355,114353
38885,7149710,30563
38886,8907184,36949
38887,16326424,86579
38888,6556105,67407
38889,19311031,74961
38890,5870855,140152
38891,6766070,86579
38892,12365836,60240
38893,4581479,80161
38894,17810648,66835
38895,7200503,130232
38896,16752832,60625
38897,1232212,114697
38898,10252217,23947
38899,1204755,129914
38900,16394790,80156
38901,9258941,101772
38902,11256529,33402
38903,16611525,102161
38904,10996816,74615
38905,13675544,31270
38906,19074782,67342
38907,10860601,125714
38908,15859684,211071
38909,3594417,88099
38910,6051847,100442
38911,12272769,56298
38912,708358,39821
38913,9110077,82606
38914,18057285,38968
38915,1560408,71772
38916,15172322,81307
38917,14991035,90735
38918,18042306,99375
38919,12601326,43933
38920,5620178,37317
38921,19912760,52717
38922,18992110,100442
38923,5931103,53702
38924,8015658,135532
38925,970942,61450
38926,18915737,98681
38927,887129,114697
38928,17240994,32917
38929,3758296,75012
38930,2074985,66835
38931,2854050,45086
38932,19204889,106056
38933,15972786,81607
38934,1099387,81548
38935,14515892,42430
38936,6591755,70457
38937,11363122,100442
38938,15282690,71591
38939,9813715,146198
38940,14769652,120972
38941,20994196,47378
38942,12008415,35485
38943,10927095,126036
38944,13688938,137009
38945,14473036,43933
38946,5929875,109243
38947,13028533,112500
38948,4602440,19926
38949,5070285,94386
38950,484600,72750
38951,1291440,122090
38952,10671192,156250
38953,655783,62609
38954,11170634,48990
38955,11734816,126429
38956,20692664,71772
38957,17685350,106056
38958,8472317,58480
38959,18059546,90685
38960,6018637,113750
38961,14009936,58520
38962,11262063,62632
38963,13204166,65222
38964,17158662,95284
38965,2128052,83929
38966,7240149,37219
38967,14222469,50223
38968,253846,113821
38969,12231254,124740
38970,12587017,67127
38971,16216621,118167
38972,15953573,91681
38973,4579424,59970
38974,13235951,82410
38975,1178162,31712
38976,20825329,31202
38977,19448926,48750
38978,8390580,137750
38979,14963458,49521
38980,9282373,136761
38981,1145599,108571
38982,11657836,51591
38983,9062929,28630
38984,2345981,39167
38985,20817511,28125
38986,2564544,40000
38987,12299450,50428
38988,16048422,108571
38989,14352624,42599
38990,180507,103700
38991,14235245,80708
38992,16439219,52377
38993,13163532,79453
38994,5382628,34107
38995,19620966,95080
38996,7561257,77243
38997,19407781,90383
38998,463025,121507
38999,13157375,40405
39000,17420087,123649
39001,7009809,41527
39002,5704758,35391
39003,5476474,145387
39004,2314556,66310
39005,13681728,86997
39006,10686990,29564
39007,147057,61750
39008,15772432,61983
39009,2236513,126036
39010,20294316,78071
39011,19212838,86512
39012,17078393,65500
39013,2349737,60625
39014,8150095,98264
39015,2315738,75945
39016,5184986,67042
39017,6764040,31705
39018,5804791,76003
39019,525388,140152
39020,16719674,154402
39021,14860469,36759
39022,12443007,135651
39023,11261796,137829
39024,4546721,84007
39025,3842804,110592
39026,15896468,18641
39027,13308160,127759
39028,10049040,43382
39029,14670444,60610
39030,6806165,72786
39031,12295263,94000
39032,5151423,120972
39033,175427,123649
39034,1368771,92944
39035,13917539,67612
39036,8760949,145592
39037,20760391,45455
39038,19084168,-666666666
39039,5902791,20125
39040,15990498,-666666666
39041,14297542,53311
39042,1043282,81548
39043,12367703,130809
39044,1240594,42018
39045,1868004,36272
39046,18122550,185833
39047,8237206,79453
39048,20361869,47688
39049,20899658,53056
39050,4241028,77108
39051,10766814,101486
39052,1253510,156897
39053,7851475,63060
39054,18356416,127184
39055,824163,24205
39056,13060560,75000
39057,8684344,97988
39058,4730628,41923
39059,8077469,142500
39060,17547347,156071
39061,15805916,96806
39062,7808356,64303
39063,20961043,58412
39064,8892174,86164
39065,12810536,92143
39066,11013650,37227
39067,10459429,120769
39068,17766955,77808
39069,7259804,95921
39070,8933294,104182
39071,3354636,42018
39072,13265041,105000
39073,526942,33412
39074,14181776,22212
39075,339619,65222
39076,18557662,29074
39077,7949346,36000
39078,7349351,108571
39079,21009477,140417
39080,16019660,120291
39081,3571698,37917
39082,14745469,84228
39083,10356383,129884
39084,3424355,66835
39085,16207482,147237
39086,18018755,96806
39087,16455800,51518
39088,13451306,25191
39089,3852970,162690
39090,20210279,102045
39091,12891787,41726
39092,13185069,147237
39093,9523156,52377
39094,7380063,38968
39095,744237,96250
39096,19516485,49620
39097,2863457,162269
39098,14568057,65273
39099,4287366,125139
39100,9902314,45337
39101,9709799,42787
39102,7133073,130089
39103,10252775,92738
39104,16960859,92500
39105,20884271,89896
39106,725414,130232
39107,13164373,106587
39108,13914298,43681
39109,6390227,187625
39110,14969728,122264
39111,18463157,71429
39112,14303761,43030
39113,229212,44449
39114,5061178,47935
39115,19753187,104183
39116,20842166,56823
39117,2273019,67955
39118,16634378,52300
39119,16015764,127065
39120,15927071,100442
39121,1099893,98681
39122,839019,92944
39123,17945279,73056
39124,12472125,60991
39125,16791784,101579
39126,21160782,87276
39127,13490175,25651
39128,19734940,77254
39129,20943640,66835
39130,16528572,106806
39131,3840127,96641
39132,11360562,104545
39133,7666482,152569
39134,2515,101140
39135,9755384,101884
39136,17557565,51615
39137,13907143,35242
39138,9495502,37029
39139,18489661,106587
39140,18123700,36980
39141,19809138,42430
39142,16352783,50703
39143,8411293,42325
39144,6752704,57955
39145,6544638,104183
39146,14933713,106607
39147,11621771,29101
39148,16298763,125203
39149,3479294,24562
39150,9301998,107969
39151,6438456,64303
39152,9566350,27012
39153,253839,17250
39154,3283409,91389
39155,13278515,31490
39156,17191578,106806
39157,9692074,74143
39158,8505959,70852
39159,14668783,65284
39160,2847596,59970
39161,10706423,42972
39162,7843122,101477
39163,13395033,80135
39164,18066845,18641
39165,16543492,21154
39166,4709252,112500
39167,11044110,106872
39168,16440383,81178
39169,1275498,27321
39170,9510668,47688
39171,19893872,28100
39172,7129972,49620
39173,10810921,53203
39174,3898625,71591
39175,8101297,60450
39176,747538,74500
39177,12589926,108571
39178,15745184,62609
39179,455734,47470
39180,15884259,72601
39181,7678756,121354
39182,20654216,120917
39183,4734983,73256
39184,1850001,60450
39185,13098599,55952
39186,15745411,111500
39187,5207973,41611
39188,11127439,92738
39189,14323390,143065
39190,10808086,69833
39191,2089370,30878
39192,343390,18129
39193,20555538,113819
39194,20763189,38054
39195,6870485,42077
39196,12005036,90292
39197,15240195,42018
39198,18612722,130266
39199,7027826,50236
39200,918239,37227
39201,12964178,49792
39202,14247874,54719
39203,7254973,33953
39204,12190524,69818
39205,3615935,33090
39206,10337916,79750
39207,14151564,72731
39208,10746762,78558
39209,20477001,31061
39210,2817022,27127
39211,11015721,107254
39212,19220895,113819
39213,19342731,30434
39214,11587722,66835
39215,6369333,79009
39216,17212648,70903
39217,13512932,16250
39218,17445055,81607
39219,11141064,103427
39220,10407841,21154
39221,16894722,86875
39222,6648187,96806
39223,11035236,40000
39224,2846842,47688
39225,7384072,45394
39226,8637381,25057
39227,9653533,31769
39228,4671712,39595
39229,4802299,69818
39230,6796770,123250
39231,17285797,72632
39232,14107067,69363
39233,8323522,40060
39234,20884181,41611
39235,470593,65298
39236,17994861,36759
39237,19827018,126716
39238,5728759,76137
39239,4015907,50469
39240,16358306,51518
39241,9757167,48750
39242,2087748,35148
39243,16810190,101393
39244,16974973,157339
39245,3083026,92288
39246,13859473,92944
39247,17342599,58403
39248,15597127,77941
39249,1098003,37868
39250,9313758,165551
39251,8971863,24562
39252,9149812,79904
39253,16437795,59670
39254,6603860,84442
39255,11202113,86164
39256,20123720,-666666666
39257,18196551,84159
39258,7839972,146920
39259,4356890,60450
39260,8167182,32002
39261,8443516,87276
39262,523020,38321
39263,17242854,48615
39264,11927008,45394
39265,7836591,104970
39266,6516295,71591
39267,13322577,123929
39268,7937553,88482
39269,18347469,21712
39270,8166617,38321
39271,2888399,50223
39272,7660826,98608
39273,7309811,150670
39274,13206869,29980
39275,19721014,76875
39276,20017121,73042
39277,18040218,123160
39278,5101342,58750
39279,15599333,50484
39280,18721027,77609
39281,11019905,58947
39282,5519865,50841
39283,6526129,88929
39284,4163211,128875
39285,8231648,55952
39286,2473488,37405
39287,16974228,45938
39288,6267679,54458
39289,16527714,79904
39290,11035172,39355
39291,20479175,31769
39292,13098703,62672
39293,20059569,93092
39294,18312297,67289
39295,20048792,34688
39296,13704383,104330
39297,16141799,32002
39298,9564986,137469
39299,16636034,100139
39300,1665638,111651
39301,20727269,19976
39302,12387215,42917
39303,5106020,36387
39304,20310503,102161
39305,15783953,58038
39306,3957979,41587
39307,4427562,73250
39308,1030254,81548
39309,786053,65222
39310,12814984,66217
39311,15205867,26005
39312,20411915,46607
39313,10728933,52572
39314,9591205,38703
39315,7751125,112500
39316,11740742,28973
39317,14949281,114722
39318,18375391,59620
39319,4738087,114353
39320,4720506,68700
39321,17503486,31129
39322,19653554,52377
39323,21165138,37317
39324,2095959,78750
39325,13915699,58958
39326,20799220,72240
39327,19883660,48429
39328,15805757,84367
39329,4821786,72733
39330,20395008,120000
39331,16053848,35440
39332,5143896,31202
39333,16795470,87037
39334,13116496,119464
39335,9698166,162690
39336,20135026,41611
39337,13879181,37632
39338,13546556,42372
39339,1937226,79097
39340,9772922,56786
39341,63405,42077
39342,10925044,97375
39343,13014120,87135
39344,7578665,69363
39345,2651128,96875
39346,19388247,82063
39347,15249986,47703
39348,10526664,113821
39349,18450374,80826
39350,8712682,110592
39351,6870366,60450
39352,762015,41333
39353,8251228,87292
39354,3561338,95313
39355,18402330,40453
39356,10068386,81464
39357,15024427,65591
39358,15660209,131770
39359,9269126,74193
39360,2932425,79926
39361,13076,127184
39362,1171860,31129
39363,17956152,65956
39364,15888625,108304
39365,21044959,82872
39366,776594,24323
39367,7591810,56667
39368,18007534,114340
39369,7366831,82606
39370,16561524,93056
39371,3593385,36272
39372,13217991,94055
39373,3167570,54034
39374,9752553,102165
39375,13907872,170053
39376,19397414,127573
39377,6201377,51576
39378,959788,95454
39379,5085279,108306
39380,16586135,122008
39381,17671768,75000
39382,9820684,167708
39383,9768333,36387
39384,182649,61750
39385,1204141,57031
39386,19608383,111017
39387,4022889,61750
39388,6662241,117869
39389,20953661,55370
39390,8275596,71772
39391,3489322,40649
39392,3870439,41484
39393,13056210,101772
39394,14809010,65956
39395,18288453,101778
39396,20635391,50343
39397,6795252,73417
39398,19220034,79388
39399,10747642,56894
39400,2473861,87276
39401,10929646,52406
39402,19574415,95425
39403,15289972,19207
39404,10914578,43068
39405,2683387,167188
39406,9716652,186422
39407,1930855,68456
39408,4701892,202250
39409,13912881,79357
39410,19017513,39081
39411,6638446,76966
39412,11389037,127904
39413,11046693,135011
39414,19305374,132205
39415,16179120,67612
39416,4511426,73241
39417,27659,38276
39418,11420757,95469
39419,16395297,72632
39420,15392180,109074
39421,12009685,131484
39422,11534933,84063
39423,6007826,118198
39424,2007744,112784
39425,6439768,145804
39426,17283430,50912
39427,15142531,72344
39428,14186740,71958
39429,14857315,77305
39430,9612265,24834
39431,3220368,83750
39432,7652181,31707
39433,15431457,121074
39434,13530562,93479
39435,4359831,42837
39436,17750413,62414
39437,7962707,111333
39438,13522173,154114
39439,18491782,61983
39440,9173483,126971
39441,15450165,87276
39442,15177635,130288
39443,14269695,49620
39444,7281346,84615
39445,15296557,96806
39446,17954362,36184
39447,1079335,82054
39448,15788966,84625
39449,4677679,38321
39450,16416112,31061
39451,3503317,158646
39452,75193,209922
39453,17093483,134722
39454,2755909,143846
39455,6383124,33536
39456,17258065,71772
39457,8880707,52426
39458,12230085,57230
39459,2594021,137875
39460,16570063,38968
39461,3377369,32347
39462,15064512,158125
39463,15267007,42105
39464,1056844,61012
39465,2320277,114340
39466,2715985,65956
39467,16893975,143846
39468,8150863,66979
39469,13240673,48421
39470,7854509,101583
39471,13418948,50250
39472,12229958,79219
39473,2118102,87321
39474,16417011,54259
39475,4530643,45192
39476,2451438,56056
39477,18588287,-666666666
39478,3384720,64228
39479,3511898,143065
39480,2033103,50234
39481,19140351,97988
39482,19573572,102165
39483,712321,20125
39484,2777105,44333
39485,2979322,-666666666
39486,854397,66979
39487,21136805,50302
39488,10711966,32132
39489,18794754,28846
39490,9678100,50060
39491,2007172,70885
39492,6638377,162690
39493,18810290,53523
39494,19567868,160412
39495,1162640,61532
39496,16396651,53595
39497,4250927,133507
39498,4118244,16250
39499,4856373,64228
39500,9728011,69363
39501,11243376,76538
39502,7930685,130099
39503,735752,41023
39504,8784649,134306
39505,433762,100442
39506,18197903,54259
39507,6283933,80357
39508,11091309,63188
39509,8373233,30213
39510,159749,21585
39511,19211407,77778
39512,9955770,38176
39513,14900567,121074
39514,642071,95921
39515,16917914,54806
39516,17928236,71772
39517,10009377,81548
39518,18654391,95425
39519,14487262,53311
39520,19182296,39483
39521,4772857,105000
39522,2846739,68725
39523,5719249,45893
39524,1944783,52054
39525,15997512,84018
39526,18211308,98608
39527,15097340,101583
39528,900225,36667
39529,4617410,71004
39530,11163409,22750
39531,3931123,67150
39532,12563328,60183
39533,14030807,31270
39534,11358247,73931
39535,7173651,87000
39536,13028723,32132
39537,12973500,60625
39538,10173750,51652
39539,2459587,24834
39540,20760187,36890
39541,4462099,67050
39542,13920697,87037
39543,15266605,131770
39544,13817379,62386
39545,20526690,124330
39546,12970794,39150
39547,20234791,73063
39548,17109374,87037
39549,9157378,180607
39550,20817152,62924
39551,15438452,63906
39552,16862946,71772
39553,20929467,65222
39554,924658,43672
39555,17190341,71429
39556,20703198,111500
39557,20459028,49600
39558,1866050,52676
39559,14899316,52594
39560,2611211,48990
39561,12566041,190909
39562,8778798,87135
39563,7563717,42018
39564,7828549,104219
39565,18584987,51948
39566,7919242,22133
39567,10500291,53523
39568,17045445,42054
39569,4768029,67326
39570,18276993,87192
39571,15009556,52731
39572,11967498,99327
39573,17993090,85904
39574,6045869,53702
39575,12900373,78594
39576,9364427,121217
39577,19622613,84278
39578,11225342,62609
39579,4470873,39150
39580,3924325,130099
39581,3933017,81781
39582,9824112,72218
39583,17320618,87135
39584,5581820,36546
39585,10073940,63203
39586,4569465,95441
39587,15207013,83750
39588,9825595,81781
39589,15002717,137469
39590,16442460,90329
39591,17889376,72786
39592,16628332,42837
39593,8589299,69844
39594,15087650,125714
39595,15087740,31202
39596,1239578,42018
39597,18060186,79219
39598,14007809,102281
39599,12422777,127904
39600,21097638,54333
39601,12760625,33073
39602,18626935,102153
39603,16219227,65833
39604,14015414,45850
39605,15519276,38968
39606,15648096,120511
39607,12342441,102610
39608,3083907,88567
39609,13413420,118590
39610,6972732,65114
39611,9222165,18641
39612,16144400,33700
39613,10987971,135718
39614,20054293,47273
39615,19912628,46585
39616,9049260,73802
39617,10991165,59653
39618,18041033,62649
39619,14709431,83750
39620,12681936,207460
39621,19141351,101220
39622,14727517,28351
39623,16351554,92944
39624,13460498,57686
39625,9527309,90682
39626,17186576,73250
39627,8224594,62981
39628,9804849,77254
39629,18674741,121375
39630,16618613,52554
39631,14165362,78333
39632,20804747,33700
39633,1728625,46667
39634,15716280,98036
39635,15832524,58403
39636,15421244,91528
39637,7717284,69479
39638,13464781,62672
39639,14673975,104219
39640,55470,72439
39641,867555,52262
39642,12192924,41420
39643,2875616,69363
39644,16754097,80357
39645,17990955,121375
39646,6525901,109074
39647,11620006,32359
39648,8812143,108287
39649,1654301,34205
39650,9770041,42372
39651,15583157,103700
39652,88329,47019
39653,11737524,101772
39654,13314752,101000
39655,13473544,-666666666
39656,2066046,108304
39657,534897,50190
39658,14968403,42776
39659,19664709,104589
39660,1742471,64933
39661,16677517,52708
39662,3549478,48043
39663,7276511,112639
39664,656913,39483
39665,2857464,59460
39666,4498370,32378
39667,4574921,31061
39668,20117182,39150
39669,15272450,79183
39670,11444324,91351
39671,13878351,33073
39672,12901078,45333
39673,16738143,147237
39674,4365466,81178
39675,16812557,103427
39676,13282275,71958
39677,12358495,26971
39678,16338002,123388
39679,9615976,35391
39680,19247993,44620
39681,6239753,123542
39682,66456,64632
39683,5749314,25364
39684,8955487,43382
39685,17318841,53210
39686,20196942,73256
39687,14823552,42018
39688,20210515,110592
39689,14522142,103275
39690,20449936,53289
39691,14139226,73802
39692,11655248,43698
39693,15167375,16278
39694,11601819,52479
39695,14386892,99911
39696,17929422,89268
39697,14590898,125108
39698,18261048,23840
39699,8925567,132014
39700,20873575,85313
39701,3980296,130266
39702,21139072,130232
39703,2578373,47703
39704,14296429,52019
39705,6730582,61750
39706,12704360,143846
39707,17022952,150670
39708,3783099,82410
39709,8188570,27220
39710,10135104,52622
39711,16289102,30878
39712,11568947,80156
39713,6054817,50990
39714,13399386,72439
39715,15758753,105361
39716,15043768,41463
39717,17993503,61761
39718,17092,142478
39719,17849427,36753
39720,17569246,86900
39721,20621751,76522
39722,2565129,75682
39723,631747,46395
39724,6865662,66429
39725,5392759,126875
39726,13623182,132205
39727,6323824,48990
39728,16687058,77108
39729,16723775,52717
39730,20998070,52262
39731,9796312,119250
39732,8965848,70568
39733,1952972,122264
39734,20888611,67342
39735,1039096,117378
39736,13683592,52377
39737,561345,
39738,1620225,58682
39739,6461833,87135
39740,7294049,123649
39741,10751162,92132
39742,16795643,58819
39743,10083881,93875
39744,17964491,73056
39745,16450421,65670
39746,8047942,86900
39747,12795851,60833
39748,10723838,29648
39749,11786452,19333
39750,571564,86000
39751,16829511,67027
39752,11653986,76832
39753,8743842,94055
39754,18484797,137875
39755,2583074,75742
39756,12156984,124330
39757,20530608,102045
39758,10965948,29643
39759,7387862,46086
39760,1539723,87214
39761,17419506,72601
39762,11084436,60610
39763,19413670,22893
39764,1417398,53210
39765,13136912,70288
39766,16063467,30528
39767,16119567,81464
39768,15553495,92168
39769,8354231,27101
39770,6416545,41527
39771,11796761,79097
39772,16974911,72232
39773,1700813,107969
39774,8220172,145804
39775,18426456,47650
39776,12436149,50469
39777,508326,156897
39778,11254246,60450
39779,5192524,49600
39780,19702245,52823
39781,13539571,122008
39782,10017050,48615
39783,767506,124045
39784,8444619,65137
39785,16898477,60625
39786,10464709,110592
39787,6662147,88567
39788,16338131,66310
39789,13614960,26401
39790,14599247,40451
39791,10273955,56894
39792,1130282,124740
39793,19743272,39760
39794,12911811,120000
39795,3907765,93056
39796,7727675,42635
39797,10212862,31110
39798,18449225,40529
39799,16122510,20333
39800,955542,81178
39801,12199982,95425
39802,20437891,113750
39803,13506168,90625
39804,4895022,32885
39805,17584949,104783
39806,18146377,49888
39807,11870133,107625
39808,17711806,47847
39809,1437606,147237
39810,17173284,86900
39811,19828853,31493
39812,11923336,71528
39813,826314,118167
39814,15886110,26822
39815,16112663,182625
39816,12984263,45893
39817,7071593,52594
39818,8540781,113819
39819,16358734,72763
39820,21067403,77667
39821,15208141,58838
39822,8673658,38412
39823,17832692,37614
39824,3095119,60450
39825,18390064,56823
39826,20387244,157820
39827,15706102,31875
39828,6702670,41118
39829,9140055,39536
39830,7111430,36272
39831,17641263,119750
39832,7783855,72344
39833,17310907,154402
39834,20813866,37583
39835,11327959,74193
39836,8194889,38968
39837,13619629,105538
39838,8404499,92300
39839,19101654,106250
39840,8524504,102161
